Union,Gender,Age,Education_Level,Monthly_Income,Family_Size,Housing_Type,Land_Ownership,Previous_Erosion_Experience,Distance_from_River,Access_to_Warning,Relocation_History,Govt_or_NGO_Assistance,Has_Protection_System,Infrastructure_Loss,Income_Diversification,Employment_Status,Involved_in_Community_Adaptation,Awareness_Level,Distance_score,EII,ASI,SRI,ISS,Adaptation_Category
Bakchar,Female,36,Educated,5562,6,Temporary,Yes,No,127,No,No,No,No,No,Yes,Employed,Yes,Moderate,0.9185,0.4593,0.4,0.7905,0.3333,Strongly Adaptive
Kachua,Female,27,Partially Educated,7044,5,Semi-Permanent,Yes,Yes,119,Yes,Yes,No,No,No,Yes,Employed,No,Moderate,0.9238,0.7619,0.4,0.6572,0,Moderately Adaptive
Kachua,Male,32,Partially Educated,5139,6,Semi-Permanent,Yes,No,5,No,No,No,No,No,Yes,Not Employed,Yes,High,1,0.5,0.4,0.2586,0.3333,Moderately Adaptive
Sthal,Female,27,Educated,10901,5,Permanent,No,No,441,No,No,No,No,No,Yes,Employed,No,Moderate,0.7088,0.3544,0.2,0.9353,0,Strongly Adaptive
Maijbari,Female,58,Partially Educated,4016,3,Temporary,No,No,5,No,No,No,No,No,Yes,Not Employed,No,High,1,0.5,0.2,0.2281,0,Non-Adaptive
Bakchar,Female,60,Not Educated,8161,6,Temporary,Yes,No,22,Yes,No,Yes,No,No,No,Employed,Yes,Low,0.9886,0.4943,0.6,0.514,0.6667,Strongly Adaptive
Bakchar,Female,39,Partially Educated,5004,5,Permanent,No,Yes,294,Yes,No,No,No,No,No,Employed,Yes,Moderate,0.8069,0.6035,0.4,0.6019,0.3333,Moderately Adaptive
Maijbari,Male,65,Partially Educated,6421,9,Semi-Permanent,Yes,No,46,No,No,Yes,No,Yes,Yes,Employed,No,Moderate,0.9726,0.6863,0.4,0.6403,0.3333,Moderately Adaptive
Maijbari,Female,23,Educated,7808,5,Permanent,Yes,No,103,Yes,No,No,No,Yes,No,Employed,No,High,0.9345,0.6673,0.2,0.8514,0,Moderately Adaptive
Maijbari,Male,52,Partially Educated,4135,6,Permanent,Yes,Yes,384,No,Yes,No,No,Yes,Yes,Employed,No,Moderate,0.7468,0.8734,0.2,0.5783,0,Non-Adaptive
Sthal,Female,24,Partially Educated,6826,3,Permanent,Yes,Yes,5,No,No,No,No,No,No,Employed,Yes,Moderate,1,0.7,0.2,0.6513,0.3333,Non-Adaptive
Maijbari,Female,43,Not Educated,5907,4,Permanent,No,Yes,71,No,Yes,No,No,No,Yes,Not Employed,Yes,Low,0.9559,0.778,0.4,0.1059,0.3333,Non-Adaptive
Sthal,Female,49,Partially Educated,10847,7,Semi-Permanent,No,Yes,11,Yes,No,No,No,Yes,Yes,Employed,No,Moderate,0.996,0.898,0.4,0.7603,0,Moderately Adaptive
Maijbari,Female,60,Partially Educated,4801,7,Semi-Permanent,No,No,290,Yes,No,Yes,No,No,No,Employed,Yes,Low,0.8096,0.4048,0.6,0.5964,0.6667,Strongly Adaptive
Maijbari,Male,59,Partially Educated,7605,7,Permanent,Yes,No,238,Yes,No,Yes,No,No,No,Employed,No,Low,0.8444,0.4222,0.4,0.6724,0.3333,Moderately Adaptive
Sthal,Male,36,Partially Educated,8605,8,Permanent,Yes,Yes,32,No,No,Yes,No,No,No,Employed,No,Low,0.982,0.691,0.2,0.6995,0.3333,Non-Adaptive
Maijbari,Male,18,Not Educated,4067,7,Permanent,No,No,109,Yes,No,No,No,No,No,Employed,Yes,Moderate,0.9305,0.4653,0.4,0.403,0.3333,Non-Adaptive
Bakchar,Male,46,Partially Educated,5725,4,Temporary,Yes,Yes,156,No,No,No,Yes,No,No,Employed,Yes,Moderate,0.8991,0.6496,0.4,0.6214,0.6667,Moderately Adaptive
Maijbari,Male,23,Not Educated,9078,7,Permanent,No,Yes,5,No,No,No,No,No,No,Employed,Yes,Low,1,0.7,0.2,0.5389,0.3333,Non-Adaptive
Maijbari,Female,34,Partially Educated,7370,4,Permanent,No,No,8,Yes,No,No,No,No,Yes,Employed,No,Moderate,0.998,0.499,0.4,0.666,0,Moderately Adaptive
Kachua,Male,44,Partially Educated,10833,3,Permanent,No,Yes,50,No,No,No,No,No,Yes,Not Employed,No,Moderate,0.9699,0.685,0.2,0.413,0,Non-Adaptive
Bakchar,Male,39,Educated,10827,6,Permanent,No,No,37,No,No,Yes,No,No,No,Employed,No,Moderate,0.9786,0.4893,0.2,0.9333,0.3333,Strongly Adaptive
Maijbari,Male,34,Partially Educated,7429,5,Semi-Permanent,No,Yes,102,Yes,No,No,No,No,No,Not Employed,No,Low,0.9352,0.6676,0.2,0.3207,0,Non-Adaptive
Sthal,Female,65,Educated,7039,2,Permanent,Yes,Yes,559,No,No,No,Yes,No,No,Employed,Yes,Moderate,0.6299,0.515,0.4,0.8305,0.6667,Strongly Adaptive
Sthal,Male,26,Partially Educated,9202,2,Semi-Permanent,No,No,180,No,No,No,No,No,No,Not Employed,No,Moderate,0.8831,0.4415,0,0.3688,0,Non-Adaptive
Bakchar,Male,36,Partially Educated,7611,6,Semi-Permanent,Yes,No,104,No,No,No,No,No,Yes,Not Employed,No,Low,0.9339,0.4669,0.2,0.3256,0,Non-Adaptive
Kachua,Male,57,Partially Educated,6431,10,Semi-Permanent,No,No,186,No,No,No,No,No,Yes,Employed,No,Low,0.8791,0.4395,0.2,0.6406,0,Moderately Adaptive
Kachua,Female,56,Not Educated,10894,5,Permanent,No,No,1019,No,No,Yes,Yes,No,No,Not Employed,No,Low,0.3226,0.1613,0.4,0.2412,0.6667,Strongly Adaptive
Maijbari,Female,31,Educated,6767,8,Permanent,No,Yes,55,Yes,No,No,No,No,No,Employed,No,High,0.9666,0.6833,0.2,0.8232,0,Moderately Adaptive
Maijbari,Male,43,Partially Educated,6980,10,Permanent,Yes,Yes,69,No,No,No,No,No,Yes,Employed,Yes,Moderate,0.9572,0.6786,0.4,0.6555,0.3333,Moderately Adaptive
Sthal,Male,45,Partially Educated,4508,9,Semi-Permanent,Yes,No,173,No,No,No,No,No,Yes,Employed,Yes,Low,0.8878,0.4439,0.4,0.5884,0.3333,Moderately Adaptive
Bakchar,Male,30,Partially Educated,7702,3,Semi-Permanent,Yes,No,103,No,No,Yes,Yes,No,No,Employed,No,Moderate,0.9345,0.4673,0.4,0.6751,0.6667,Strongly Adaptive
Maijbari,Female,38,Partially Educated,6543,5,Permanent,Yes,No,39,No,No,No,No,No,No,Not Employed,No,Low,0.9773,0.4886,0,0.2967,0,Non-Adaptive
Maijbari,Male,40,Not Educated,5740,9,Semi-Permanent,No,No,5,No,No,Yes,No,No,No,Not Employed,No,Low,1,0.5,0.2,0.1014,0.3333,Non-Adaptive
Sthal,Female,41,Partially Educated,5910,8,Temporary,No,No,278,Yes,No,No,No,No,Yes,Employed,No,Low,0.8176,0.4088,0.4,0.6265,0,Moderately Adaptive
Maijbari,Female,44,Not Educated,5993,5,Permanent,No,Yes,303,Yes,No,No,No,No,No,Employed,Yes,Moderate,0.8009,0.6005,0.4,0.4552,0.3333,Non-Adaptive
Maijbari,Male,28,Not Educated,5895,3,Permanent,No,No,112,Yes,No,No,No,Yes,Yes,Employed,No,Low,0.9285,0.6643,0.4,0.4526,0,Non-Adaptive
Bakchar,Female,43,Educated,10014,3,Temporary,Yes,No,244,Yes,No,No,No,No,Yes,Employed,No,High,0.8403,0.4202,0.4,0.9112,0,Strongly Adaptive
Sthal,Male,42,Partially Educated,5561,5,Permanent,Yes,Yes,5,No,Yes,No,No,Yes,No,Not Employed,Yes,High,1,1,0.2,0.27,0.3333,Non-Adaptive
Bakchar,Female,77,Partially Educated,6403,4,Temporary,Yes,No,20,Yes,No,No,Yes,No,No,Not Employed,No,Low,0.99,0.495,0.4,0.2929,0.3333,Moderately Adaptive
Kachua,Male,48,Partially Educated,3362,7,Permanent,No,No,80,Yes,No,No,No,No,No,Not Employed,No,Low,0.9499,0.4749,0.2,0.2104,0,Non-Adaptive
Sthal,Female,24,Partially Educated,5724,5,Semi-Permanent,Yes,No,396,No,No,No,No,No,Yes,Employed,Yes,Moderate,0.7388,0.3694,0.4,0.6214,0.3333,Strongly Adaptive
Sthal,Male,38,Partially Educated,6012,6,Temporary,Yes,No,115,Yes,No,Yes,No,No,Yes,Not Employed,No,Moderate,0.9265,0.4633,0.6,0.2823,0.3333,Strongly Adaptive
Maijbari,Male,37,Educated,10565,7,Semi-Permanent,Yes,Yes,22,No,No,No,Yes,No,Yes,Employed,No,Moderate,0.9886,0.6943,0.4,0.9262,0.3333,Strongly Adaptive
Bakchar,Male,46,Partially Educated,7570,6,Semi-Permanent,Yes,No,146,No,No,Yes,Yes,No,Yes,Employed,No,Moderate,0.9058,0.4529,0.6,0.6715,0.6667,Strongly Adaptive
Sthal,Female,31,Partially Educated,11556,5,Semi-Permanent,Yes,Yes,190,No,No,No,No,No,No,Employed,No,Low,0.8764,0.6382,0,0.7796,0,Non-Adaptive
Bakchar,Female,46,Educated,4725,5,Semi-Permanent,No,Yes,46,No,No,Yes,No,No,No,Employed,No,High,0.9726,0.6863,0.2,0.7678,0.3333,Moderately Adaptive
Maijbari,Male,52,Educated,5584,3,Permanent,No,Yes,112,Yes,No,No,Yes,No,No,Not Employed,No,High,0.9285,0.6643,0.4,0.4441,0.3333,Strongly Adaptive
Bakchar,Female,26,Not Educated,7633,4,Temporary,Yes,Yes,547,Yes,No,Yes,No,No,Yes,Employed,No,Low,0.6379,0.519,0.6,0.4997,0.3333,Moderately Adaptive
Maijbari,Male,68,Not Educated,7148,3,Permanent,Yes,Yes,60,No,Yes,Yes,Yes,No,Yes,Employed,Yes,Low,0.9633,0.7816,0.8,0.4866,1,Strongly Adaptive
Maijbari,Female,33,Not Educated,9079,8,Permanent,Yes,Yes,764,No,No,No,No,No,Yes,Employed,No,Low,0.493,0.4465,0.2,0.5389,0,Non-Adaptive
Kachua,Male,48,Not Educated,9699,2,Permanent,Yes,No,57,Yes,No,No,No,No,Yes,Employed,Yes,Low,0.9653,0.4826,0.6,0.5557,0.3333,Moderately Adaptive
Kachua,Female,69,Educated,6863,2,Permanent,Yes,Yes,18,No,No,No,No,No,Yes,Employed,Yes,High,0.9913,0.6957,0.4,0.8258,0.3333,Moderately Adaptive
Sthal,Male,37,Educated,5664,6,Temporary,No,No,103,No,No,No,No,No,No,Employed,No,High,0.9345,0.4673,0,0.7933,0,Non-Adaptive
Sthal,Female,58,Partially Educated,4881,11,Semi-Permanent,No,No,483,Yes,No,No,No,No,Yes,Employed,No,Low,0.6807,0.3403,0.4,0.5986,0,Moderately Adaptive
Maijbari,Female,41,Educated,4292,5,Permanent,Yes,No,117,Yes,No,Yes,No,No,No,Employed,Yes,High,0.9252,0.4626,0.6,0.7561,0.6667,Strongly Adaptive
Bakchar,Male,25,Partially Educated,7603,8,Permanent,Yes,Yes,40,Yes,No,Yes,Yes,No,Yes,Not Employed,No,Low,0.9766,0.6883,0.8,0.3254,0.6667,Strongly Adaptive
Maijbari,Male,27,Partially Educated,6451,5,Semi-Permanent,Yes,No,22,No,No,No,Yes,No,No,Employed,No,Moderate,0.9886,0.4943,0.2,0.6411,0.3333,Moderately Adaptive
Sthal,Female,52,Not Educated,9063,10,Permanent,No,Yes,889,No,No,Yes,No,No,Yes,Employed,No,Moderate,0.4095,0.4047,0.4,0.5385,0.3333,Moderately Adaptive
Sthal,Male,37,Partially Educated,8900,4,Permanent,No,No,63,Yes,No,No,Yes,No,Yes,Employed,Yes,Moderate,0.9613,0.4806,0.8,0.7075,0.6667,Strongly Adaptive
Maijbari,Female,32,Not Educated,3496,3,Permanent,Yes,No,208,No,No,Yes,Yes,Yes,Yes,Not Employed,No,Low,0.8644,0.6322,0.6,0.0406,0.6667,Moderately Adaptive
Bakchar,Male,49,Educated,8090,5,Semi-Permanent,Yes,No,161,No,No,Yes,Yes,No,Yes,Employed,No,High,0.8958,0.4479,0.6,0.859,0.6667,Strongly Adaptive
Sthal,Male,52,Partially Educated,7603,3,Semi-Permanent,No,No,38,Yes,No,No,Yes,No,No,Employed,No,Moderate,0.978,0.489,0.4,0.6724,0.3333,Strongly Adaptive
Maijbari,Female,40,Not Educated,8695,9,Permanent,No,No,432,Yes,No,No,No,No,No,Not Employed,No,Low,0.7148,0.3574,0.2,0.1815,0,Non-Adaptive
Maijbari,Male,36,Educated,6507,4,Semi-Permanent,Yes,Yes,1079,No,No,No,No,Yes,No,Employed,Yes,High,0.2826,0.5413,0.2,0.8161,0.3333,Strongly Adaptive
Maijbari,Female,31,Partially Educated,7264,4,Temporary,Yes,No,48,No,No,No,No,No,No,Employed,Yes,Moderate,0.9713,0.4856,0.2,0.6632,0.3333,Moderately Adaptive
Sthal,Female,31,Educated,4835,12,Permanent,No,No,387,Yes,No,No,No,No,No,Not Employed,Yes,High,0.7448,0.3724,0.4,0.4238,0.3333,Strongly Adaptive
Sthal,Male,58,Partially Educated,7688,5,Temporary,Yes,Yes,193,Yes,No,No,Yes,No,No,Not Employed,No,Low,0.8744,0.6372,0.4,0.3277,0.3333,Moderately Adaptive
Maijbari,Female,26,Partially Educated,5579,7,Permanent,No,No,196,No,No,No,No,No,Yes,Not Employed,No,High,0.8724,0.4362,0.2,0.2705,0,Non-Adaptive
Bakchar,Female,31,Not Educated,6408,10,Temporary,Yes,No,540,No,No,No,No,No,No,Not Employed,No,Low,0.6426,0.3213,0,0.1195,0,Non-Adaptive
Bakchar,Female,56,Partially Educated,6726,6,Temporary,Yes,Yes,7,No,No,No,No,No,Yes,Not Employed,Yes,Low,0.9987,0.6993,0.4,0.3016,0.3333,Moderately Adaptive
Sthal,Female,42,Not Educated,8833,8,Permanent,No,No,347,No,No,No,Yes,Yes,No,Employed,No,Low,0.7715,0.5858,0.2,0.5322,0.3333,Non-Adaptive
Sthal,Male,18,Partially Educated,4165,8,Permanent,Yes,No,733,Yes,No,No,No,Yes,Yes,Employed,Yes,Moderate,0.5137,0.4568,0.6,0.5791,0.3333,Strongly Adaptive
Sthal,Female,55,Not Educated,7415,5,Permanent,No,No,36,Yes,No,No,Yes,No,No,Employed,No,Low,0.9793,0.4896,0.4,0.4938,0.3333,Non-Adaptive
Sthal,Male,43,Partially Educated,4668,2,Permanent,No,No,17,No,No,No,No,No,No,Employed,Yes,Low,0.992,0.496,0.2,0.5928,0.3333,Non-Adaptive
Sthal,Male,54,Partially Educated,6302,9,Permanent,Yes,Yes,31,No,No,Yes,No,No,Yes,Employed,Yes,High,0.9826,0.6913,0.6,0.6371,0.6667,Strongly Adaptive
Maijbari,Female,45,Partially Educated,3982,8,Semi-Permanent,Yes,Yes,147,Yes,No,No,No,No,Yes,Employed,No,Moderate,0.9051,0.6526,0.4,0.5742,0,Non-Adaptive
Maijbari,Male,64,Not Educated,6996,8,Semi-Permanent,Yes,No,49,Yes,No,No,No,No,Yes,Employed,Yes,Low,0.9706,0.4853,0.6,0.4824,0.3333,Moderately Adaptive
Maijbari,Male,32,Partially Educated,4159,5,Permanent,Yes,No,92,No,No,No,No,No,Yes,Not Employed,Yes,Moderate,0.9419,0.4709,0.4,0.232,0.3333,Moderately Adaptive
Sthal,Male,35,Partially Educated,8507,7,Permanent,No,No,130,Yes,No,No,Yes,No,Yes,Not Employed,Yes,Moderate,0.9165,0.4582,0.8,0.3499,0.6667,Strongly Adaptive
Maijbari,Male,41,Not Educated,6776,6,Semi-Permanent,Yes,Yes,5,No,No,Yes,No,Yes,Yes,Employed,Yes,Low,1,0.9,0.6,0.4765,0.6667,Non-Adaptive
Bakchar,Male,29,Educated,6853,7,Permanent,Yes,No,152,No,No,Yes,Yes,No,No,Not Employed,No,Moderate,0.9018,0.4509,0.4,0.4786,0.6667,Strongly Adaptive
Sthal,Male,53,Not Educated,6750,3,Permanent,Yes,Yes,46,Yes,No,Yes,No,No,Yes,Employed,No,Moderate,0.9726,0.6863,0.6,0.4758,0.3333,Moderately Adaptive
Sthal,Male,57,Educated,2846,7,Permanent,Yes,No,200,No,No,No,No,No,No,Not Employed,No,Moderate,0.8697,0.4349,0,0.3699,0,Non-Adaptive
Sthal,Female,49,Not Educated,10707,7,Permanent,Yes,No,239,Yes,No,Yes,No,Yes,No,Not Employed,No,Low,0.8437,0.6218,0.4,0.2361,0.3333,Moderately Adaptive
Bakchar,Female,49,Educated,6518,2,Permanent,Yes,Yes,277,Yes,No,Yes,No,No,No,Employed,No,Moderate,0.8183,0.6092,0.4,0.8164,0.3333,Strongly Adaptive
Bakchar,Male,53,Partially Educated,4250,5,Semi-Permanent,Yes,Yes,268,Yes,No,Yes,No,Yes,No,Employed,Yes,Moderate,0.8243,0.8122,0.6,0.5814,0.6667,Moderately Adaptive
Bakchar,Female,43,Educated,6361,9,Permanent,No,No,100,No,No,No,No,No,No,Not Employed,Yes,High,0.9365,0.4683,0.2,0.4652,0.3333,Strongly Adaptive
Kachua,Male,38,Partially Educated,5939,5,Semi-Permanent,No,Yes,83,Yes,No,Yes,No,No,Yes,Not Employed,No,Low,0.9479,0.6739,0.6,0.2803,0.3333,Moderately Adaptive
Maijbari,Male,43,Partially Educated,3445,5,Semi-Permanent,Yes,Yes,43,No,No,No,Yes,No,No,Not Employed,No,Low,0.9746,0.6873,0.2,0.2127,0.3333,Non-Adaptive
Maijbari,Female,53,Not Educated,7959,4,Permanent,No,No,99,No,No,Yes,Yes,No,No,Employed,No,Low,0.9372,0.4686,0.4,0.5085,0.6667,Moderately Adaptive
Kachua,Male,38,Partially Educated,8654,3,Permanent,No,No,17,No,No,Yes,No,No,No,Employed,Yes,Low,0.992,0.496,0.4,0.7009,0.6667,Strongly Adaptive
Bakchar,Male,41,Partially Educated,5565,6,Permanent,Yes,No,310,No,No,No,No,Yes,Yes,Employed,No,High,0.7963,0.5981,0.2,0.6171,0,Non-Adaptive
Maijbari,Male,61,Educated,2988,9,Permanent,No,Yes,5,No,Yes,No,No,No,Yes,Not Employed,No,Moderate,1,0.8,0.2,0.3737,0,Non-Adaptive
Sthal,Male,39,Educated,4886,7,Semi-Permanent,No,No,145,Yes,No,No,No,No,No,Not Employed,No,High,0.9065,0.4532,0.2,0.4252,0,Moderately Adaptive
Sthal,Male,43,Partially Educated,5769,6,Semi-Permanent,No,No,13,No,No,Yes,No,No,No,Not Employed,Yes,Moderate,0.9947,0.4973,0.4,0.2757,0.6667,Moderately Adaptive
Maijbari,Male,30,Partially Educated,9204,7,Permanent,No,Yes,408,Yes,No,No,No,No,No,Not Employed,No,Low,0.7308,0.5654,0.2,0.3688,0,Non-Adaptive
Maijbari,Male,57,Partially Educated,7053,10,Temporary,Yes,No,48,No,No,No,Yes,No,No,Employed,Yes,Moderate,0.9713,0.4856,0.4,0.6575,0.6667,Strongly Adaptive
Sthal,Male,59,Educated,3707,5,Semi-Permanent,Yes,No,70,No,No,No,No,Yes,Yes,Employed,No,High,0.9566,0.6783,0.2,0.7402,0,Moderately Adaptive
Maijbari,Female,63,Not Educated,6270,9,Temporary,Yes,No,28,Yes,No,No,No,No,Yes,Not Employed,No,Low,0.9846,0.4923,0.4,0.1158,0,Non-Adaptive
Kachua,Female,54,Educated,6395,6,Permanent,Yes,No,683,Yes,No,No,No,No,No,Employed,No,Moderate,0.5471,0.2735,0.2,0.8131,0,Strongly Adaptive
Sthal,Female,38,Not Educated,8144,7,Semi-Permanent,No,Yes,61,Yes,No,No,No,No,No,Employed,Yes,Low,0.9626,0.6813,0.4,0.5136,0.3333,Non-Adaptive
Sthal,Male,39,Partially Educated,6763,6,Semi-Permanent,Yes,No,332,No,No,No,No,No,Yes,Not Employed,Yes,Low,0.7816,0.3908,0.4,0.3026,0.3333,Moderately Adaptive
Maijbari,Female,52,Partially Educated,7325,7,Temporary,No,Yes,413,Yes,No,Yes,No,No,Yes,Employed,No,Low,0.7275,0.5637,0.6,0.6648,0.3333,Strongly Adaptive
Bakchar,Male,36,Educated,2451,5,Permanent,No,No,300,No,No,No,No,No,No,Employed,No,High,0.8029,0.4015,0,0.7061,0,Non-Adaptive
Sthal,Male,52,Partially Educated,6852,7,Semi-Permanent,No,No,60,Yes,No,Yes,No,No,No,Not Employed,Yes,Moderate,0.9633,0.4816,0.6,0.305,0.6667,Strongly Adaptive
Kachua,Male,22,Not Educated,5781,5,Semi-Permanent,Yes,No,530,No,No,Yes,No,Yes,No,Not Employed,Yes,Low,0.6493,0.5246,0.4,0.1025,0.6667,Moderately Adaptive
Bakchar,Male,18,Not Educated,8236,12,Temporary,Yes,No,74,No,No,No,No,No,No,Not Employed,No,Low,0.9539,0.477,0,0.1691,0,Non-Adaptive
Bakchar,Male,49,Partially Educated,7327,7,Semi-Permanent,Yes,No,37,Yes,No,No,No,Yes,Yes,Not Employed,Yes,Moderate,0.9786,0.6893,0.6,0.3179,0.3333,Moderately Adaptive
Kachua,Male,44,Partially Educated,9973,7,Semi-Permanent,Yes,No,349,No,No,No,No,Yes,Yes,Employed,No,Low,0.7702,0.5851,0.2,0.7366,0,Moderately Adaptive
Bakchar,Female,64,Partially Educated,5197,3,Permanent,Yes,No,277,No,No,Yes,No,Yes,Yes,Employed,Yes,Moderate,0.8183,0.6092,0.6,0.6071,0.6667,Strongly Adaptive
Maijbari,Male,56,Not Educated,3298,3,Semi-Permanent,Yes,Yes,494,Yes,No,No,No,No,No,Employed,No,Low,0.6733,0.5367,0.2,0.3822,0,Non-Adaptive
Kachua,Female,55,Partially Educated,7179,7,Permanent,Yes,No,76,Yes,No,No,No,Yes,Yes,Employed,No,Low,0.9526,0.6763,0.4,0.6609,0,Moderately Adaptive
Sthal,Male,47,Partially Educated,5249,3,Permanent,Yes,Yes,439,No,No,No,No,Yes,Yes,Not Employed,Yes,Low,0.7101,0.755,0.4,0.2616,0.3333,Non-Adaptive
Sthal,Female,51,Educated,6513,3,Temporary,No,No,265,No,No,No,No,No,Yes,Not Employed,No,High,0.8263,0.4132,0.2,0.4693,0,Moderately Adaptive
Sthal,Male,67,Partially Educated,7600,4,Semi-Permanent,Yes,No,171,Yes,No,Yes,No,No,Yes,Employed,No,Moderate,0.8891,0.4446,0.6,0.6723,0.3333,Strongly Adaptive
Sthal,Male,42,Partially Educated,10675,7,Permanent,Yes,No,508,Yes,No,No,Yes,No,No,Not Employed,No,Moderate,0.664,0.332,0.4,0.4087,0.3333,Strongly Adaptive
Sthal,Male,48,Partially Educated,5471,3,Semi-Permanent,No,No,187,No,No,No,No,No,No,Employed,No,Moderate,0.8784,0.4392,0,0.6146,0,Non-Adaptive
Maijbari,Male,52,Not Educated,8997,4,Permanent,No,Yes,166,No,No,Yes,No,No,Yes,Employed,No,Low,0.8925,0.6462,0.4,0.5367,0.3333,Non-Adaptive
Sthal,Male,29,Not Educated,8311,9,Permanent,Yes,No,205,No,No,No,No,No,Yes,Employed,Yes,Low,0.8664,0.4332,0.4,0.5181,0.3333,Moderately Adaptive
Maijbari,Female,28,Partially Educated,8978,11,Permanent,Yes,No,94,No,No,No,No,Yes,No,Not Employed,No,Low,0.9405,0.6703,0,0.3627,0,Non-Adaptive
Sthal,Male,59,Educated,2930,11,Semi-Permanent,No,No,23,No,No,No,No,No,Yes,Not Employed,No,High,0.988,0.494,0.2,0.3722,0,Moderately Adaptive
Maijbari,Male,32,Partially Educated,9017,8,Semi-Permanent,No,No,154,No,No,Yes,Yes,No,Yes,Not Employed,Yes,Moderate,0.9005,0.4502,0.8,0.3638,1,Strongly Adaptive
Bakchar,Female,29,Educated,8262,5,Semi-Permanent,Yes,Yes,698,No,No,No,No,No,Yes,Not Employed,Yes,High,0.5371,0.4685,0.4,0.5168,0.3333,Strongly Adaptive
Sthal,Female,57,Partially Educated,8484,4,Semi-Permanent,Yes,No,221,No,No,Yes,No,No,Yes,Not Employed,No,Moderate,0.8557,0.4279,0.4,0.3493,0.3333,Moderately Adaptive
Sthal,Male,51,Not Educated,5257,6,Permanent,Yes,No,232,Yes,No,Yes,Yes,No,No,Employed,No,Low,0.8484,0.4242,0.6,0.4353,0.6667,Moderately Adaptive
Maijbari,Male,50,Partially Educated,7512,3,Temporary,Yes,No,520,Yes,No,No,No,No,No,Employed,Yes,Low,0.656,0.328,0.4,0.6699,0.3333,Strongly Adaptive
Maijbari,Female,41,Educated,9528,7,Permanent,No,Yes,68,Yes,No,No,No,No,Yes,Not Employed,No,Moderate,0.9579,0.679,0.4,0.5511,0,Strongly Adaptive
Sthal,Female,51,Partially Educated,6499,8,Permanent,Yes,No,312,Yes,No,No,No,No,Yes,Employed,No,Low,0.7949,0.3975,0.4,0.6424,0,Moderately Adaptive
Sthal,Female,54,Partially Educated,2665,5,Permanent,No,No,391,No,No,Yes,No,Yes,No,Employed,Yes,Low,0.7422,0.5711,0.4,0.5385,0.6667,Moderately Adaptive
Kachua,Male,43,Partially Educated,7153,6,Temporary,Yes,Yes,151,Yes,No,No,No,No,No,Employed,No,Moderate,0.9025,0.6512,0.2,0.6602,0,Non-Adaptive
Bakchar,Female,50,Partially Educated,7652,6,Permanent,Yes,No,68,No,No,Yes,No,No,No,Not Employed,No,High,0.9579,0.479,0.2,0.3267,0.3333,Moderately Adaptive
Maijbari,Female,62,Educated,6886,5,Permanent,No,Yes,5,Yes,No,No,No,Yes,Yes,Employed,No,High,1,0.9,0.4,0.8264,0,Moderately Adaptive
Sthal,Female,18,Partially Educated,8368,10,Permanent,No,Yes,45,No,Yes,Yes,No,No,Yes,Employed,Yes,Moderate,0.9733,0.7866,0.6,0.6931,0.6667,Strongly Adaptive
Maijbari,Female,18,Educated,4218,6,Permanent,No,No,23,No,No,No,No,No,No,Employed,Yes,High,0.988,0.494,0.2,0.7541,0.3333,Moderately Adaptive
Bakchar,Male,23,Not Educated,6144,9,Permanent,No,No,93,No,No,Yes,No,No,No,Employed,Yes,Low,0.9412,0.4706,0.4,0.4593,0.6667,Moderately Adaptive
Kachua,Male,37,Educated,7956,5,Semi-Permanent,Yes,No,578,Yes,No,No,No,No,Yes,Employed,No,Moderate,0.6172,0.3086,0.4,0.8554,0,Strongly Adaptive
Sthal,Male,38,Partially Educated,7537,2,Permanent,No,No,437,No,Yes,No,Yes,Yes,Yes,Employed,No,Moderate,0.7114,0.6557,0.4,0.6706,0.3333,Moderately Adaptive
Maijbari,Female,42,Partially Educated,10251,4,Permanent,Yes,No,314,No,No,No,No,Yes,Yes,Employed,Yes,Moderate,0.7936,0.5968,0.4,0.7442,0.3333,Moderately Adaptive
Maijbari,Male,56,Not Educated,6014,5,Permanent,Yes,No,86,No,Yes,No,No,Yes,Yes,Employed,Yes,Low,0.9459,0.7729,0.4,0.4558,0.3333,Non-Adaptive
Bakchar,Male,26,Partially Educated,6047,6,Semi-Permanent,Yes,Yes,25,Yes,No,No,No,No,No,Employed,No,Moderate,0.9866,0.6933,0.2,0.6302,0,Non-Adaptive
Kachua,Male,36,Not Educated,7422,8,Permanent,Yes,Yes,444,No,No,No,No,Yes,No,Employed,Yes,Low,0.7067,0.7534,0.2,0.494,0.3333,Non-Adaptive
Sthal,Female,62,Not Educated,8335,2,Semi-Permanent,No,No,498,Yes,No,No,No,No,No,Not Employed,Yes,Low,0.6707,0.3353,0.4,0.1718,0.3333,Moderately Adaptive
Sthal,Male,32,Not Educated,9312,9,Semi-Permanent,No,Yes,22,No,No,No,No,No,No,Not Employed,No,Low,0.9886,0.6943,0,0.1983,0,Non-Adaptive
Bakchar,Male,36,Not Educated,8304,5,Permanent,Yes,Yes,54,Yes,No,No,No,No,Yes,Employed,No,Low,0.9673,0.6836,0.4,0.5179,0,Non-Adaptive
Bakchar,Female,25,Educated,8477,6,Temporary,No,Yes,500,Yes,No,No,No,No,No,Not Employed,Yes,High,0.6693,0.5347,0.4,0.5226,0.3333,Strongly Adaptive
